Text;Tweet;Class
"Lambungkan.
Rizal Ramli juga mengkritik pemerintah terkait penghapusan royalti batu bara yang membuat negara rugi Râ€¦ https://t.co/05GXuh6FQD";"Lambungkan.
rizalramli juga mengkritik pemerintah terkait penghapusan royalti batu bara yang membuat negara rugi Rp60 triliun.
#PajakPerasRakyat
#PajakPerasRakyat";negative
hmmm ..Said Didu Soroti UU Pajak Baru: Pajak Diperluas untuk Rakyat Kecil tapi Pengemplang Dapat Diskonâ€¦ https://t.co/2PYKlPNpAd;"hmmm ..Said Didu Soroti UU Pajak Baru: Pajak Diperluas untuk Rakyat Kecil tapi Pengemplang Dapat Diskon
#PajakPerasRakyat
#PajakPerasRakyat";negative
Negara penuh kezaliman para taipan n konglomerat menikmati fasilitas keringanan pajak bahkan  garongâ€¦ https://t.co/aYD73QTton;Negara penuh kezaliman para taipan dan konglomerat menikmati fasilitas keringanan pajak bahkan  garong pajak yang ngumpetin kewajiban pajak nya di negri suaka pajak dibiarkan. Rakyat kecil dibebani pajak,  al sembako dipajakin;negative
"Salah satu ciri Negera sedang krisis, rakyat dipaksa bayar bermacam pajak. Bangunlah wahai ummat!!!

#PajakPerasRakyat
#PajakPerasRakyat";salah ciri negera krisis rakyat paksa bayar pajak bangun ummat pajakperasrakyat pajakperasrakyat;negative
duh ,,, Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pâ€¦ https://t.co/qF0YCrcFN0;"duh ,,, Bhima menilai taxamnesty jilidii bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.
#PajakPerasRakyat
#PajakPerasRakyat";negative
Menteri Keuangan bilang pajak dinaikkan menjadi 11% orang ri tidak akan terbebani oleh pajak yang naikâ€¦ https://t.co/NeU0jt7lXZ;"Menteri Keuangan bilang pajak dinaikkan menjadi 11% orang ri tidak akan terbebani oleh pajak yang naik
#PajakPerasRakyat
#PajakPerasRakyat";positive
"UU Perpajakan Resmi Disahkan, PPN Naik tapi Sanksi Tak Bayar Pajak Justru Turun.

#PajakPerasRakyatâ€¦ https://t.co/EKYyFURkk0";uu paja resmi sah ppn sanksi bayar pajak turun pajakperasrakyat;negative
"Rakyat dipajakin, yg kaya menghindar dari pajak, dan dibiarkan.
Gemessss rakyattuh

#PajakPerasRakyat
#PajakPerasRakyat";rakyat dipajakin yang kaya hindar pajak biar gemes rakyattuh pajakperasrakyat pajakperasrakyat;negative
Royalti Batu Bara Dihapus tapi Pajak Nelayan Naik 400 Persen, Rizal Ramli: Oligarki Diuntungkan, Rakyat Diperas danâ€¦ https://t.co/EudlohbTqw;"Royalti Batu Bara Dihapus tapi Pajak Nelayan Naik 400 Persen, rizalramli: Oligarki Diuntungkan, Rakyat Diperas dan Dibikin Susah.
#PajakPerasRakyat";negative
"Makin tinggi aja
hmm..Nelayan Juwana Pati Ngeluh Pajak Tinggi
#PajakPerasRakyat
#PajakPerasRakyat
https://t.co/eVGua9Nbp2";aja hmm nelayan juwana pati ngeluh pajak pajakperasrakyat pajakperasrakyat;negative
"@Naaoolll Kejar terus Rakyat untuk bayar pajak
#PajakPerasRakyat
#PajakPerasRakyat";kejar rakyat bayar pajak pajakperasrakyat pajakperasrakyat;negative
"Rakyat kecil diwajibkan untuk membayar pajak 
#PajakPerasRakyat

Sedangkan orang kaya ada yg dikabarkan menyembunyiâ€¦ https://t.co/mvLlLldpLf";rakyat wajib bayar pajak pajakperasrakyat orang kaya yang kabar sembunyi;negative
"RT @Dul67112847: Kebijakan Pajak bukan untuk rakyat akan tetapi  utk kepentingan Republik 
Investor.... 
#PajakPerasRakyat
#PajakPerasRakyat";bijak pajak rakyat untuk penting republik investor pajakperasrakyat pajakperasrakyat;negative
"BERUTANG LAH sebanyak2nya, kita punya rakyat yg siap bayar pajak. Hasyuuuk!

#PajakPerasRakyat
#PajakPerasRakyat";utang banyak rakyat yang bayar pajak hasyuk pajakperasrakyat pajakperasrakyat;negative
"Katanya mau serius kejar target pajak, lah kok beraninya sama rakyat kecil yg pajaknya receh2, yg gede2 gk berani ðŸ¤­
#PajakPerasRakyat";serius kejar target pajak berani rakyat yang pajak receh yang gede gak berani pajakperasrakyat;negative
"#PajakPerasRakyat
#PajakPerasRakyat

Ekonom Ini Sebut Tax Amnesty hanya Bikin Pengemplang Pajak Happy https://t.co/87qRT4Fe2v";pajakperasrakyat pajakperasrakyat ekonom taxamnesty bikin kemplang pajak happy;negative
Program Tax Amnesty Jilid II yang dibalut dalam UU HPP juga dikritik karena jaraknya yang terlampau dekat Tax Amnesâ€¦ https://t.co/xdxMGqS5fl;"Program taxamnesty jilidii yang dibalut dalam uuhpp juga dikritik karena jaraknya yang terlampau dekat taxamnesty jilidi tahun 2016. Pemerintah dianggap tidak konsisten karena 2016 lalu disebutkan satu-satunya kesempatan bagi Wajib Pajak

#PajakPerasRakyat 
#PajakPerasRakyat";negative
"Rakyat harus bayar pajak, sedangkan mereka mengemplang
#PajakPerasRakyat
#PajakPerasRakyat https://t.co/cglZG6PTZU";rakyat bayar pajak kemplang pajakperasrakyat pajakperasrakyat;negative
"RT @ShiddiqueA: UU Perpajakan Resmi Disahkan, PPN Naik tapi Sanksi Tak Bayar Pajak Justru Turun

#PajakPerasRakyat 
#PajakPerasRakyat

Up ðŸ”â€¦";uu paja resmi sah ppn naik sanksi bayar pajak turun pajakperasrakyat pajakperasrakyat;negative
"RT @MissKoral: Pemerintah yg tidak kreatif selalu berpaling pda peningkatan pajak. 

Justifikasinya konyol dg menunjukkan negara2 lain yg Pâ€¦";pemerintah yang kreatif paling pada tingkat pajak justifikasi konyol;negative
Pertama, pendekatan yang diambil pemerintah sama-sama pasif, yakni menunggu para Wajib Pajak yang selama ini tidakâ€¦ https://t.co/DLI74zfLri;"Pertama, pendekatan yang diambil pemerintah sama-sama pasif, yakni menunggu para Wajib Pajak yang selama ini tidak membayar pajaknya untuk melaporkan diri kepada pemerintah.

#PajakPerasRakyat 
#PajakPerasRakyat";negative
"@MissKoral Pajak dibebankn kepada rakyat
Hasil pajak untuk dinikmati koruptorðŸ¤­âœŒï¸âœŒï¸";pajak dibebankan rakyat hasil pajak nikmat koruptor;negative
"Harusnya pajak mensejahterakan ini malah #PajakPerasRakyat
#PajakPerasRakyat";harus pajak sejahtera pajakperasrakyat pajakperasrakyat;negative
Legacy yg tinggal 2 tahun lebih masa jabatan,menyengserakan rakyat dengan pajak yg betlipat lipat...lalâ€¦ https://t.co/BYTUYrXS0T;Legacy yang tinggal 2 tahun lebih masa jabatan,menyengserakan rakyat dengan pajak yang betlipat lipat… lalu dipaksakan untuk dibangun tanpa ada historycal nya tanpa alasan yang jelas hanya untuk menyenangkan taipan pemberi hutang??;negative
"Royalti Baru Bara Dihapus tapi Pajak Nelayan Naik 400 Persen, Rizal Ramli: Oligarki Diuntungkan

#PajakPerasRakyatâ€¦ https://t.co/D26Cwt1kH6";royalti bara hapus pajak nelayan persen rizalramli oligarki untung pajakperasrakyat;negative
"https://t.co/nmgiviro2h

Pro Kontra Aturan Baru Pajak di 2022, Siap-Siap Harga Barang Makin Mahal

Rakyat lagi yangâ€¦ https://t.co/vwlWcrdf0v";pro kontra atur pajak siap harga barang mahal rakyat;negative
"NIK Jadi NPWP, Ini Penjelasan Ditjen Pajak

Setiap yang memiliki NIK jadi wajib pajak, 

#PajakPerasRakyatâ€¦ https://t.co/P4NKRoDgYf";nik npwp jelas ditjen pajak milik nik wajib pajak pajakperasrakyat;negative
"PPN Naik di Undang-Undang Pajak Baru, Dampaknya?

Pasti
â¬‡ï¸
#PajakPerasRakyat
#PajakPerasRakyat

Up ðŸ”„ https://t.co/MsG9PnKTkg";ppn naik undang pajak dampak pajakperasrakyat pajakperasrakyat;negative
"Ko tega ya?
Royalti batu bara dihapus, pajak untuk nelayan naik 400%
Oligarki diuntungkan, rakyat diperas dan dibikâ€¦ https://t.co/buMcGHq57Y";"Ko tega ya?
Royalti batu bara dihapus, pajak untuk nelayan naik 400%
Oligarki diuntungkan, rakyat diperas dan dibikin susah..RR
#PajakPerasRakyat 
#PajakPerasRakyat";negative
@Mr_Bot98 Taipan bebas pahak Rakyat di cekik dengan pajak;taipan bebas pajak rakyat cekik pajak;negative
"https://t.co/9ff1IuBnD2
Pro kontra aturan baru pajak di 2022, siap siap harga barang makin mahal

Rakyat kecil tambâ€¦ https://t.co/oJmt0YrEdB";pro kontra atur pajak harga barang mahal rakyat;negative
PKS menyatakan tidak sepakat dengan rencana kenaikan tarif Pajak Pertambahan Nilai (PPN) menjadi 11 persen yang berâ€¦ https://t.co/uBaJG1nbRA;pks tidak sepakat rencana naik tarif pajak tambah nilai ppn persen;negative
"Pajak naik, tukang korup juga ikut naik ,,, Yaa Allah tolong musnahkan manusia manusia tikus berdasi di indonesia ini

#PajakPerasRakyat";pajak tukang korup yaa allah tolong musnah manusia manusia tikus das indonesia pajakperasrakyat;negative
"UU Baru, Pegawai Berpenghasilan Rp5 Juta Kena Pajak Rp25 Ribu

Makin banyak potongan nya
#PajakPerasRakyatâ€¦ https://t.co/S2MMEPy1oJ";uu pegawai hasil rp juta kena pajak rp ribu potong nya pajakperasrakyat;negative
"Legislator PKS Sebut Pandora Papers Bukti Banyaknya Pejabat Ogah Bayar Pajak
#PajakPerasRakyat
#PajakPerasRakyat
https://t.co/ozBUReEgXV";legislator pks pandora papers bukti banyak jabat ogah bayar pajak pajakperasrakyat pajakperasrakyat;negative
"https://t.co/wEekXuema4
Royalti batu bara dihapus, tapi pajak nelayan naik 400 persen
Rizal Ramli : Oligarki diuntuâ€¦ https://t.co/k2ThhjNiHN";"Royalti batu bara dihapus, tapi pajak nelayan naik 400 persen
rizalramli : Oligarki diuntungkan 
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Pemerintah yg tidak kreatif selalu berpaling pda peningkatan pajak. 

Justifikasinya konyol dg menunjukkan negara2â€¦ https://t.co/v8XRtjG7El";pemerintah yang kreatif paling pada tingkat pajak justifikasi konyol dengan negara;negative
"Tax Amnesty Diadakan Lagi, Pengemplang Pajak Bisa Makin Banyak!

Harusnya di buru malah diampuni

Yang diburu  yangâ€¦ https://t.co/EmcFouoUQn";"taxamnesty Diadakan Lagi, Pengemplang Pajak Bisa Makin Banyak!

Harusnya di buru malah diampuni

Yang diburu  yang recehan

#PajakPerasRakyat
#PajakPerasRakyat";negative
"Pajak Naik, Ini Daftar Barang &amp; Jasa yang Bakal Makin Mahal

#PajakPerasRakyat
#PajakPerasRakyat https://t.co/R0upWGStGe";pajak daftar barang jasa mahal pajakperasrakyat pajakperasrakyat;negative
"""Kok tega banget ya? Yang gede-gede dapat bebas pajak (tax holiday). Royalti Batu Bara dihapus, negara rugi Rp60 trâ€¦ https://t.co/1hqbVnGHmL";tega banget ya gede bebas pajak tax holiday royalti batu bara hapus negara rugi;negative
"Orang Bijak Taat Pajak,
Orang Pintar,
Mutar-mutar buat bayar Pajak

#PajakPerasRakyat
#PajakPerasRakyat https://t.co/iVQevgobW7";orang bijak taat pajak orang pintar mutar-mutar bayar pajak pajakperasrakyat pajakperasrakyat;negative
"Jangan sampai yang kaya makin kaya, yang miskin makin kurus karena kebijakan yang tak tepat.

#PajakPerasRakyat Kenâ€¦ https://t.co/vbpQl5mKrR";kaya kaya miskin kurus bijak pajakperasrakyat;negative
"perlu disimak hmm...
Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunaâ€¦ https://t.co/hSVywA9o2c";simak hmm bhima nilai taxamnesty jilidii blunder dampak penurunan;negative
"Nanti ada yang kumat ngempalang.
Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan paâ€¦ https://t.co/uAFWQYg2tN";kumat ngempalang amat ekonomi direktur celios bhima yudhistira nilai ampun pajak;negative
"#PajakPerasRakyat
#PajakPerasRakyat

Rakyat diperas
Cukong ngemplang dimanja.

Rakyat dikejar2 pajak
Cukong boleh nâ€¦ https://t.co/N0TgOQLy0p";pajakperasrakyat pajakperasrakyat rakyat peras cukong ngemplang manja rakyat kejar pajak cukong;negative
"Giliran rakyat dikejar2 harus bayar pajak....

#PajakPerasRakyat
#PajakPerasRakyat

Pengemplang Pajak di Indonesiaâ€¦ https://t.co/ISoiC0Hf7a";gilir rakyat kejar bayar pajak pajakperasrakyat pajakperasrakyat kemplang pajak indonesia;negative
Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan pajak  jilid II tahun depan belum tâ€¦ https://t.co/wn3UOr98I4;"Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan pajak  jilidii tahun depan belum tentu efektif. Bahkan, Bhima menyebut taxamnesty hanya akan membuat pengemplang pajak semakin bahagia. 
#PajakPerasRakyat
#PajakPerasRakyat";negative
"#PajakPerasRakyat
#PajakPerasRakyat

Rakyat makin diperas, tapi oenjajat pengemplang pajak makin dimanja..

Keren sâ€¦ https://t.co/FdqE0YVzNk";"#PajakPerasRakyat
#PajakPerasRakyat

Rakyat makin diperas, tapi oenjajat pengemplang pajak makin dimanja..

Keren sekali ini aturan.";negative
Di antara tanda sebuah negara akan hancur terlihat dari semakin besar dan beraneka ragamnya pajak yang dipungut darâ€¦ https://t.co/7VXP8IWyvD;tanda negara hancur aneka ragam pajak pungut makin besar aneka ragam pajak pungut rakyat;negative
"duh...Aturan Baru Gaji Rp 5-15 Juta/Bulan Kena Pajak
#PajakPerasRakyat
#PajakPerasRakyat
https://t.co/YxtOdjhqW8";duh atur gaji rp juta kena pajak pajakperasrakyat pajak perasr akyat;negative
"Siap-siap Pajak Naik! Jajan Makanan Hingga Baju Makin Mahal

 https://t.co/ZK5pbsm17r

#PajakPerasRakyat 
#PajakPerasRakyat

Up ðŸ”";siap pajak jajan makan baju mahal pajakperasrakyat pajakperasrakyat;negative
"PLTU Kena Pajak Karbon Tahun Depan, Biaya Listrik Bisa Naik!

#PajakPerasRakyat
#PajakPerasRakyat https://t.co/k9oMpQZ7Qg";pltu kena pajak karbon biaya listrik pajakperasrakyat pajakperasrakyat;negative
"Rizal Ramli mempertanyakan sikap pemerintah yang justru sangat ""baik"" terhadap pengusaha-pengusaha besar melalui keâ€¦ https://t.co/VUJIsywHqI";"rizalramli mempertanyakan sikap pemerintah yang justru sangat ""baik"" terhadap pengusaha-pengusaha besar melalui kebijakan tax holiday alias bebas pajak...
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Sorot sorot..
Said Didu Soroti UU Pajak Baru: Pajak Diperluas untuk Rakyat Kecil tapi Pengemplang Dapat Diskonâ€¦ https://t.co/aA0uT4bJKk";sorot sorot said didu sorot uu pajak pajak luas rakyat kemplang diskon;negative
Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.â€¦ https://t.co/sgO7Ex4xgM;"Bhima menilai taxamnesty jilidii bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Pajak Naik, Ini Daftar Barang &amp; Jasa yang Bakal Makin Mahal

#PajakPerasRakyat
#PajakPerasRakyat 

Up ðŸ”„ https://t.co/N6vnUtGiqO";pajak daftar barang jasa mahal pajakperasrakyat pajakperasrakyat;negative
"Rakyat kecil diminta rajin bayar pajak bahkan dinaikin terus
Orang kaya ? 

Up ðŸ”

#PajakPerasRakyatâ€¦ https://t.co/aQ1NVxcDL0";rakyat rajin bayar pajak dinaikin orang kaya up pajakperasrakyat;negative
Rizal Ramli juga mengkritik pemerintah terkait penghapusan royalti batu bara yang membuat negara rugi Rp60 triliun.â€¦ https://t.co/xHvsLQwtgd;rizalramli kritik pemerintah kait hapus royalti batu bara negara rugi rp triliun;negative
"â€œEh pajak untuk nelayan naik 400 persen,â€ Tukas Rizal Ramli
#PajakPerasRakyat
#PajakPerasRakyat
https://t.co/01Dxt6OqsN";eh pajak nelayan persen tukas rizalramli pajakperasrakyat pajakperasrakyat;negative
"RAKYAT semakin di peras PAJAK ... 

sementara PEJABAT MENYEMBUNYIKAN HARTA nya di NEGARA SUAKA PAJAK agar GAK BAYARâ€¦ https://t.co/S8rGTgpYEm";rakyat peras pajak jabat sembunyi harta nya negara suaka pajak gak bayar;negative
"2022 : PPN Naik 11%, Rakyat Jadi Korban (Lagi) Akibat Ekonomi Kapitalis  | Serba-Serbi MMC

Pemerintah dan DPR telaâ€¦ https://t.co/YUvvpo7jmQ";"2022 : PPN Naik 11%, Rakyat Jadi Korban (Lagi) Akibat Ekonomi Kapitalis  | Serba-Serbi MMC

Pemerintah dan DPR telah menetapkan kenaikan PPN menjadi 11% yang akan berlaku pada  1 April 2022. 

 Lantas bagaimanakah sistem pajak di dalam Islam?";negative
Rakyat kecil telat pajak di denda sedangkan konglomerat tidak pajak dapat amnesti..;rakyat telat pajak denda konglomerat pajak amnesti;negative
Pengampunan Perompak Pajak , perompak kejayaan negara , Korupsi yang di sembunyikan , yang haram Haram di bayar 2%â€¦ https://t.co/Bbj7EKYx5N;Pengampunan Perompak Pajak , perompak kejayaan negara , Korupsi yang di sembunyikan , yang haram Haram di bayar 2% denda nya supaya Halal , jilidii;negative
"Ironis, rakyat dikejar pajak, 2 menko justru diduga skandal pajak. Masuk dlm laporan pandora paper.
MEREKA PIKIR TIâ€¦ https://t.co/SihRdQlw3m";"Ironis, rakyat dikejar pajak, 2 menko justru diduga skandal pajak. Masuk dalam laporan pandora paper.
MEREKA PIKIR TIDAK AKAN MATI…";negative
"Ekonom Ini Sebut Tax Amnesty hanya Bikin Pengemplang Pajak Happy

 #Sindonews #BukanBeritaBiasa .https://t.co/HJjVshKY81";ekonom taxamnesty bikin kemplang pajak happy;negative
Tax amnesti, ppn naik, pph naik, saya artikan amnesti pajak untuk orang gedhe di tombokin oleh masyâ€¦ https://t.co/ipWgogQcDT;Tax amnesti, ppn naik, pph naik, saya artikan amnesti pajak untuk orang gede di tombokin oleh masyarakat yang lain dengan kenaikan ppn dan pph, kalau kereta cepat mah syahwat aja itu...., Itu yang saya rasakan semoga gak bener.;negative
TAJUK : Pil Pahit UU Harmonisasi Pajak https://t.co/NdyF2n88UR;tajuk pil pahit uu harmonisasi pajak;negative
Ini ide gila!!kalo 100 juta penduduk ,NIK nya terlapor wajib pajak, dan stiap wp, bayar Rp.100.000 aja., Woow,,??kindâ€¦ https://t.co/IpOvk7zD5f;Ini ide gila!!kalo 100 juta penduduk ,NIK nya terlapor wajib pajak , dan stiap wp, bayar Rp.100.000 aja., Woow,,?? kind of trap;negative
Program tax amnesty jilid II bisa membuat pengemplang pajak semakin banyak dan menyepelekan karena menganggap kebijâ€¦ https://t.co/wdA7fjjSGb;Program taxamnesty jilidii bisa membuat pengemplang pajak semakin banyak dan menyepelekan karena menganggap kebijakan ini bisa dilakukan berkali-kali.;negative
"Bisikan oligarki,.
Mentrinya antek oligarki,rakyat disuruh taat pajak tpi pâ€¦ B681";"Bisikan oligarki,.
Mentrinya antek oligarki, rakyat disuruh taat pajak tapi pejabatnya ngemplang pajak. (pandora papers)";negative
"RT @_Trenggiling188: Kurang Nikmat Apalagi Coba, 
Denda Pengemlang Pajak Dikurangi, Sanksi Pidana Dihapus... 

Mantap kan ...? 
https://t.câ€¦";nikmat coba denda pengemlang pajak rang sanksi pidana hapus mantap;negative
"@jpnncom PANDORA PAPERS gmana kabarnya?
Rakyat disuruh taat bayar pajak tpi pejabatnya msuk di PANDORA PAPERS.Apa benar pak @airlangga_hrt ?";pandora papers gimana kabar rakyat suruh taat bayar pajak tapi jabat msuk pandora papers;negative
RT @Urrangawak: Dengan adanya pajak, pemerintah memiliki dana untuk menjalankan kebijakan yg berhubungan dgn stabilitas harga sehingga inflâ€¦;pajak pemerintah milik dana jalan bijak yang hubung dengan stabilitas harga;positive
RT @detikfinance: Presiden Joko Widodo (Jokowi) mengizinkan program pengampunan pajak (tax amnesty) jilid II. Langkah ini dinilai menurunkaâ€¦;presiden joko widodo jokowi izin program ampun pajak taxamnesty jilidii langkah nilai turun;negative
"Nelayan lokal tak sanggup bayar pajak, silahkan minggir...
Monggo kapal nelayan Cina, ada cuan ada balaâ€¦ https://t.co/7DDpzHty0J";"Nelayan lokal tak sanggup bayar pajak, silahkan minggir...
Monggo kapal nelayan Cina, ada cuan ada balang...
Benar kata opung, sdm lokal tak siap bersaing dengan naker asing...

Ancoooor minah";negative
"ðŸ¤”ðŸ¤”ðŸ¤”Makin susah aja rakyat

https://t.co/TWR8neDAJA";susah aja rakyat;negative
"Inikah kebijakan jeniius atau pesan cukong pilpres? 
Pengeplang pajak dikasih tax amnesty, rakyat dinaikan pajaknya? https://t.co/5UZ7gFZiTZ";bijak jeniius pesan cukong pilpres plang pajak kasih taxamnesty rakyat naik pajak;negative
@Andre79482776 @jokowi Hasil panen petani 2th terakhir hancur terus.imbas kenaikan pajak;hasil panen tani th hancur terus imbas naik pajak;negative
kami yg dikaltim bukannya ngotot IKN mesti disini.masalah anggaran,dana tdk  sebanding dg pajak yg sudahâ€¦ https://t.co/KMLL4iYy8A;kami yang dikaltim bukannya ngotot IKN mesti disini. masalah anggaran, dana tidak  sebanding dengan pajak yang sudah diambil dari bumi kaltim sedari dulu??kalau dari dulu mau pisah dari NKRI, mampu aja bahkan jauh lebih makmur daripada Timor Leste. tapi logika, cinta NKRI jauh lebih penting;negative
"RT @hadimusthofa28: Bila negara itu makmur maka rakyat bebas dari segala pajak.
Beban pajak menjadi petunjuk berhasil atau gagalnya pemerinâ€¦";negara makmur rakyat bebas pajak beban pajak tunjuk hasil gagal pemerin;negative
